abs_code,season,immunised,reference_population,immunisation_intensity_raw,immunisation_intensity,intensity_issue
11,2024-2025,132,73,1.80821917808219,0.994520547945205,valid
12,2024-2025,40,20,2,1.1,valid
13,2024-2025,502,300,1.67333333333333,0.920333333333333,valid
14,2024-2025,284,169,1.68047337278107,0.924260355029586,valid
15,2024-2025,356,201,1.77114427860697,0.974129353233831,valid
16,2024-2025,86,53,1.62264150943396,0.892452830188679,valid
17,2024-2025,212,115,1.84347826086957,1.01391304347826,valid
18,2024-2025,128,70,1.82857142857143,1.00571428571429,valid
19,2024-2025,458,246,1.86178861788618,1.0239837398374,valid
20,2024-2025,322,176,1.82954545454545,1.00625,valid
21,2024-2025,360,194,1.85567010309278,1.02061855670103,valid
22,2024-2025,268,155,1.72903225806452,0.950967741935484,valid
23,2024-2025,376,207,1.81642512077295,0.999033816425121,valid
24,2024-2025,142,87,1.63218390804598,0.897701149425287,valid
25,2024-2025,384,209,1.83732057416268,1.01052631578947,valid
27,2024-2025,210,122,1.72131147540984,0.94672131147541,valid
28,2024-2025,252,134,1.88059701492537,1.03432835820896,valid
29,2024-2025,190,98,1.93877551020408,1.06632653061224,valid
30,2024-2025,258,144,1.79166666666667,0.985416666666667,valid
31,2024-2025,270,151,1.78807947019868,0.983443708609272,valid
32,2024-2025,292,156,1.87179487179487,1.02948717948718,valid
33,2024-2025,232,124,1.87096774193548,1.02903225806452,valid
34,2024-2025,202,110,1.83636363636364,1.01,valid
35,2024-2025,354,199,1.77889447236181,0.978391959798995,valid
36,2024-2025,268,158,1.69620253164557,0.932911392405063,valid
38,2024-2025,278,157,1.77070063694268,0.973885350318471,valid
39,2024-2025,302,166,1.81927710843374,1.00060240963855,valid
40,2024-2025,174,100,1.74,0.957,valid
41,2024-2025,322,183,1.75956284153005,0.96775956284153,valid
42,2024-2025,346,189,1.83068783068783,1.00687830687831,valid
43,2024-2025,476,258,1.84496124031008,1.01472868217054,valid
44,2024-2025,266,154,1.72727272727273,0.95,valid
45,2024-2025,166,97,1.71134020618557,0.941237113402062,valid
46,2024-2025,374,204,1.83333333333333,1.00833333333333,valid
47,2024-2025,340,183,1.85792349726776,1.02185792349727,valid
48,2024-2025,282,164,1.71951219512195,0.945731707317073,valid
49,2024-2025,224,124,1.80645161290323,0.993548387096774,valid
50,2024-2025,236,127,1.85826771653543,1.02204724409449,valid
51,2024-2025,248,136,1.82352941176471,1.00294117647059,valid
52,2024-2025,218,121,1.80165289256198,0.990909090909091,valid
53,2024-2025,222,119,1.8655462184874,1.02605042016807,valid
54,2024-2025,336,176,1.90909090909091,1.05,valid
55,2024-2025,324,174,1.86206896551724,1.02413793103448,valid
56,2024-2025,226,126,1.79365079365079,0.986507936507937,valid
59,2024-2025,318,167,1.90419161676647,1.04730538922156,valid
62,2024-2025,200,106,1.88679245283019,1.0377358490566,valid
63,2024-2025,214,115,1.86086956521739,1.02347826086957,valid
64,2024-2025,248,132,1.87878787878788,1.03333333333333,valid
65,2024-2025,398,222,1.79279279279279,0.986036036036036,valid
67,2024-2025,400,217,1.84331797235023,1.01382488479263,valid
69,2024-2025,172,90,1.91111111111111,1.05111111111111,valid
70,2024-2025,174,99,1.75757575757576,0.966666666666667,valid
71,2024-2025,326,183,1.78142076502732,0.979781420765027,valid
72,2024-2025,310,181,1.71270718232044,0.941988950276243,valid
73,2024-2025,292,156,1.87179487179487,1.02948717948718,valid
74,2024-2025,346,184,1.8804347826087,1.03423913043478,valid
75,2024-2025,186,107,1.73831775700935,0.95607476635514,valid
76,2024-2025,234,132,1.77272727272727,0.975,valid
77,2024-2025,250,131,1.90839694656489,1.04961832061069,valid
78,2024-2025,224,116,1.93103448275862,1.06206896551724,valid
79,2024-2025,172,97,1.77319587628866,0.975257731958763,valid
80,2024-2025,54,27,2,1.1,valid
81,2024-2025,108,58,1.86206896551724,1.02413793103448,valid
